 Day of  Day of    Year   Slurry  Frozen  Slurry   Air    Wall   Floor    Slurry
 sim.     year             mass    mass   depth     T      T       T        T
    1       1        1   300.00    0.00    3.00    0.13    0.78    2.42   14.43
    2       2        1   300.00    0.00    3.00    0.63    0.38    1.90   13.42
    3       3        1   300.00    0.00    3.00   -0.76   -0.06    1.06   12.44
    4       4        1   300.00    0.00    3.00   -0.13   -0.45    0.26   11.50
    5       5        1   300.00    0.00    3.00   -0.56   -0.35   -0.14   10.65
    6       6        1   300.00    0.00    3.00   -1.87   -1.21   -0.54    9.80
    7       7        1   300.00    0.00    3.00   -0.74   -1.31   -0.81    9.00
    8       8        1   300.00    0.00    3.00   -0.19   -0.46   -0.70    8.31
    9       9        1   300.00    0.00    3.00   -2.27   -1.23   -1.13    7.62
   10      10        1   300.00    0.00    3.00   -1.53   -1.90   -1.32    6.94
   11      11        1   300.00    0.00    3.00   -1.90   -1.71   -1.33    6.31
   12      12        1   300.00    0.00    3.00   -3.19   -2.55   -1.82    5.68
   13      13        1   300.00    0.00    3.00   -3.35   -3.27   -2.45    5.05
   14      14        1   300.00    0.00    3.00   -4.47   -3.91   -2.89    4.40
   15      15        1   300.00    0.00    3.00  -10.20   -7.34   -4.62    3.55
   16      16        1   300.00    0.00    3.00   -3.91   -7.06   -5.02    2.80
   17      17        1   300.00    0.00    3.00   -3.05   -3.48   -5.00    2.34
   18      18        1   300.00    0.00    3.00   -1.67   -2.36   -4.66    2.00
   19      19        1   300.00    0.00    3.00   -1.51   -1.59   -4.07    1.74
   20      20        1   300.00    0.00    3.00    0.34   -0.58   -1.96    1.58
   21      21        1   300.00    0.00    3.00    2.02    1.18   -0.77    1.56
   22      22        1   300.00    0.00    3.00    1.96    1.99    0.23    1.59
   23      23        1   300.00    0.00    3.00    3.00    2.48    1.16    1.68
   24      24        1   300.00    0.00    3.00   -1.90    0.55    1.08    1.62
   25      25        1   300.00    0.00    3.00   -0.95   -1.43    0.83    1.43
   26      26        1   300.00    0.00    3.00   -3.49   -2.22   -0.28    1.17
   27      27        1   300.00    0.00    3.00   -7.17   -5.33   -2.10    0.71
   28      28        1   300.00    0.00    3.00   -4.99   -6.08   -3.70    0.23
   29      29        1   300.00    0.96    3.00   -4.31   -4.65   -4.18    0.00
   30      30        1   300.00    4.28    3.00  -12.10   -8.21   -6.41    0.00
