 Day of  Day of    Year   Slurry  Frozen  Slurry   Air    Wall   Floor    Slurry
 sim.     year             mass    mass   depth     T      T       T        T
    1       1        1    10.00    0.00    0.01    0.13    0.78    2.42    0.19
    2       2        1    20.00    0.00    0.03    0.63    0.38    1.90    0.84
    3       3        1    30.00    0.00    0.04   -0.76   -0.06    1.06    0.41
    4       4        1    40.00    0.00    0.05   -0.13   -0.45    0.26    0.08
    5       5        1    50.00    0.00    0.07   -0.56   -0.35   -0.14    0.02
    6       6        1    60.00    0.50    0.08   -1.87   -1.21   -0.54    0.00
    7       7        1    70.00    0.73    0.09   -0.74   -1.31   -0.81    0.00
    8       8        1    80.00    0.80    0.11   -0.19   -0.46   -0.70    0.00
    9       9        1    90.00    1.41    0.12   -2.27   -1.23   -1.13    0.00
   10      10        1   100.00    1.88    0.13   -1.53   -1.90   -1.32    0.00
   11      11        1   110.00    2.44    0.15   -1.90   -1.71   -1.33    0.00
   12      12        1   120.00    3.31    0.16   -3.19   -2.55   -1.82    0.00
   13      13        1   130.00    4.33    0.17   -3.35   -3.27   -2.45    0.00
   14      14        1   140.00    5.69    0.19   -4.47   -3.91   -2.89    0.00
   15      15        1   150.00    8.67    0.20  -10.20   -7.34   -4.62    0.00
   16      16        1   160.00   10.02    0.21   -3.91   -7.06   -5.02    0.00
   17      17        1   170.00   11.16    0.23   -3.05   -3.48   -5.00    0.00
   18      18        1   180.00   11.91    0.24   -1.67   -2.36   -4.66    0.00
   19      19        1   190.00   12.55    0.25   -1.51   -1.59   -4.07    0.00
   20      20        1   200.00   12.56    0.26    0.34   -0.58   -1.96    0.00
   21      21        1   210.00   12.03    0.28    2.02    1.18   -0.77    0.00
   22      22        1   220.00   11.47    0.29    1.96    1.99    0.23    0.00
   23      23        1   230.00   10.46    0.30    3.00    2.48    1.16    0.00
   24      24        1   240.00   10.74    0.32   -1.90    0.55    1.08    0.00
   25      25        1   250.00   10.91    0.33   -0.95   -1.43    0.83    0.00
   26      26        1   260.00   11.82    0.34   -3.49   -2.22   -0.28    0.00
   27      27        1   270.00   13.82    0.36   -7.17   -5.33   -2.10    0.00
   28      28        1   280.00   15.38    0.37   -4.99   -6.08   -3.70    0.00
   29      29        1   290.00   16.75    0.38   -4.31   -4.65   -4.18    0.00
   30      30        1   300.00   20.33    0.40  -12.10   -8.21   -6.41    0.00
   31      31        1   310.00   24.55    0.41  -14.30  -13.20   -8.57    0.00
   32      32        1   320.00   27.99    0.42  -11.20  -12.75   -9.38    0.00
   33      33        1   330.00   30.62    0.44   -7.32   -9.26   -9.85    0.00
   34      34        1   340.00   33.17    0.45   -7.08   -7.20  -10.40    0.00
   35      35        1   350.00   36.24    0.46   -9.35   -8.22   -9.85    0.00
   36      36        1   360.00   39.65    0.48  -10.90  -10.12   -9.17    0.00
   37      37        1   370.00   42.93    0.49  -10.50  -10.70   -9.03    0.00
   38      38        1   380.00   47.37    0.50  -14.30  -12.40  -10.43    0.00
   39      39        1   390.00   51.40    0.52  -12.80  -13.55  -11.57    0.00
   40      40        1   400.00   56.57    0.53  -17.20  -15.00  -13.14    0.00
   41      41        1   410.00   61.63    0.54  -15.40  -16.30  -14.04    0.00
   42      42        1   420.00   66.39    0.56  -14.20  -14.80  -14.78    0.00
   43      43        1   430.00   70.24    0.57  -11.40  -12.80  -14.20    0.00
   44      44        1   440.00   73.21    0.58   -9.19  -10.29  -13.48    0.00
   45      45        1   450.00   74.94    0.60   -4.32   -6.75  -10.90    0.00
   46      46        1   460.00   78.07    0.61  -10.40   -7.36   -9.90    0.00
   47      47        1   470.00   81.25    0.62   -9.96  -10.18   -9.05    0.00
   48      48        1   480.00   82.90    0.64   -4.58   -7.27   -7.69    0.00
   49      49        1   490.00   84.51    0.65   -4.90   -4.74   -6.83    0.00
   50      50        1   500.00   84.71    0.66    0.31   -2.30   -5.91    0.00
   51      51        1   510.00   84.29    0.68    2.10    1.20   -3.41    0.00
   52      52        1   520.00   83.24    0.69    3.37    2.74   -0.74    0.00
   53      53        1   530.00   82.53    0.70    2.15    2.76    0.61    0.00
   54      54        1   540.00   81.68    0.72    2.42    2.29    2.07    0.00
   55      55        1   550.00   79.94    0.73    5.28    3.85    3.06    0.00
   56      56        1   560.00   77.22    0.74    8.64    6.96    4.37    0.00
   57      57        1   570.00   74.85    0.76    5.76    7.20    4.85    0.00
   58      58        1   580.00   73.58    0.77    2.15    3.96    4.85    0.00
   59      59        1   590.00   71.79    0.78    3.62    2.89    5.09    0.00
   60      60        1    10.00    0.00    0.01    3.07    3.35    4.65    4.42
   61      61        1    20.00    0.00    0.03    3.08    3.08    3.54    4.63
   62      62        1    30.00    0.00    0.04    2.35    2.72    2.85    4.40
   63      63        1    40.00    0.00    0.05   -1.00    0.68    2.22    3.15
   64      64        1    50.00    0.00    0.07   -3.36   -2.18    0.83    1.55
   65      65        1    60.00    0.00    0.08    1.65   -0.85    0.54    1.16
   66      66        1    70.00    0.00    0.09   -0.44    0.60   -0.16    1.19
   67      67        1    80.00    0.00    0.11   -0.88   -0.66   -0.81    1.06
   68      68        1    90.00    0.00    0.12   -1.76   -1.32   -0.96    0.73
   69      69        1   100.00    0.83    0.13   -5.37   -3.56   -1.36    0.08
   70      70        1   110.00    1.23    0.15   -1.65   -3.51   -2.02    0.00
   71      71        1   120.00    0.72    0.16    1.73    0.04   -1.58    0.00
   72      72        1   130.00    0.00    0.17    3.08    2.41   -0.79    0.04
   73      73        1   140.00    0.00    0.19    1.80    2.44   -0.08    0.38
   74      74        1   150.00    0.00    0.20    1.88    1.84    1.37    0.79
   75      75        1   160.00    0.00    0.21    0.96    1.42    1.89    1.14
   76      76        1   170.00    0.00    0.23   -0.37    0.30    1.47    1.24
   77      77        1   180.00    0.00    0.24   -1.41   -0.89    0.57    1.13
   78      78        1   190.00    0.00    0.25   -2.34   -1.87   -0.26    0.98
   79      79        1   200.00    0.00    0.26    2.65    0.16   -0.10    1.07
   80      80        1   210.00    0.00    0.28    3.33    2.99    0.37    1.43
   81      81        1   220.00    0.00    0.29    4.03    3.68    1.25    1.83
   82      82        1   230.00    0.00    0.30    6.68    5.36    2.87    2.39
   83      83        1   240.00    0.00    0.32    7.06    6.87    4.75    3.03
   84      84        1   250.00    0.00    0.33    6.62    6.84    5.54    3.60
   85      85        1   260.00    0.00    0.34    6.45    6.54    6.17    4.08
   86      86        1   270.00    0.00    0.36    7.14    6.80    6.79    4.52
